Time (Sec);S1;S37;S30;S31;S36;S1;S25;S22;S23;S24;S33;S34;S35;S32;S28;S21;S26;S19;S27;S18;S20;S29;
0.0;10.0;10.0;10.0;10.0;10.0;19160.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;
0.100044;9.988206400000001;9.980540000000001;9.9731184;9.980540000000001;9.980640000000001;19160.0;9.980440000000002;9.984429600000002;9.9694576;9.9769792;9.980540000000001;9.984300800000002;9.980540000000001;9.976779200000001;9.984300800000002;9.976908000000002;9.9730184;9.984200800000002;9.976779200000001;9.984300800000002;9.9768792;9.980640000000001;
0.2000439999999998;9.987206400000003;9.979540000000004;9.972118400000003;9.979540000000004;9.979640000000003;19160.0;9.979440000000004;9.983429600000004;9.968457600000002;9.975979200000003;9.979540000000004;9.983300800000004;9.979540000000004;9.975779200000003;9.983300800000004;9.975908000000004;9.972018400000003;9.983200800000004;9.975779200000003;9.983300800000004;9.975879200000003;9.979640000000003;
0.3000439999999994;9.986206400000006;9.978540000000006;9.971118400000005;9.978540000000006;9.978640000000006;19160.0;9.978440000000006;9.982429600000007;9.967457600000005;9.974979200000005;9.978540000000006;9.982300800000006;9.978540000000006;9.974779200000006;9.982300800000006;9.974908000000006;9.971018400000005;9.982200800000006;9.974779200000006;9.982300800000006;9.974879200000005;9.978640000000006;
0.400043999999999;9.985206400000008;9.977540000000008;9.970118400000008;9.977540000000008;9.977640000000008;19160.0;9.977440000000009;9.98142960000001;9.966457600000007;9.973979200000008;9.977540000000008;9.981300800000009;9.977540000000008;9.973779200000008;9.981300800000009;9.973908000000009;9.970018400000008;9.981200800000009;9.973779200000008;9.981300800000009;9.973879200000008;9.977640000000008;
0.5000439999999986;9.98420640000001;9.97654000000001;9.96911840000001;9.97654000000001;9.97664000000001;19160.0;9.97644000000001;9.980429600000011;9.96545760000001;9.97297920000001;9.97654000000001;9.98030080000001;9.97654000000001;9.97277920000001;9.98030080000001;9.972908000000011;9.96901840000001;9.980200800000011;9.97277920000001;9.98030080000001;9.97287920000001;9.97664000000001;
0.6000439999999998;9.983206400000013;9.975540000000013;9.968118400000012;9.975540000000013;9.975640000000013;19160.0;9.975440000000013;9.979429600000014;9.964457600000012;9.971979200000012;9.975540000000013;9.979300800000013;9.975540000000013;9.971779200000013;9.979300800000013;9.971908000000013;9.968018400000012;9.979200800000013;9.971779200000013;9.979300800000013;9.971879200000012;9.975640000000013;
0.7000440000000011;9.982206400000015;9.974540000000015;9.967118400000015;9.974540000000015;9.974640000000015;19160.0;9.974440000000016;9.978429600000016;9.963457600000014;9.970979200000015;9.974540000000015;9.978300800000016;9.974540000000015;9.970779200000015;9.978300800000016;9.970908000000016;9.967018400000015;9.978200800000016;9.970779200000015;9.978300800000016;9.970879200000015;9.974640000000015;
0.8000440000000023;9.981206400000017;9.973540000000018;9.966118400000017;9.973540000000018;9.973640000000017;19160.0;9.973440000000018;9.977429600000018;9.962457600000016;9.969979200000017;9.973540000000018;9.977300800000018;9.973540000000018;9.969779200000017;9.977300800000018;9.969908000000018;9.966018400000017;9.977200800000018;9.969779200000017;9.977300800000018;9.969879200000017;9.973640000000017;
0.9000440000000035;9.98020640000002;9.97254000000002;9.96511840000002;9.97254000000002;9.97264000000002;19160.0;9.97244000000002;9.97642960000002;9.961457600000019;9.96897920000002;9.97254000000002;9.97630080000002;9.97254000000002;9.96877920000002;9.97630080000002;9.96890800000002;9.96501840000002;9.97620080000002;9.96877920000002;9.97630080000002;9.96887920000002;9.97264000000002;
1.0000000000000004;9.979206400000022;9.971540000000022;9.964118400000022;9.971540000000022;9.971640000000022;19160.0;9.971440000000023;9.975429600000023;9.960457600000021;9.967979200000022;9.971540000000022;9.975300800000023;9.971540000000022;9.967779200000022;9.975300800000023;9.967908000000023;9.964018400000022;9.975300800000023;9.967779200000022;9.975300800000023;9.967879200000022;9.971640000000022;
1.1000440000000047;9.978206400000024;9.970540000000025;9.963118400000024;9.970540000000025;9.970640000000024;19160.0;9.970440000000025;9.974429600000025;9.959457600000023;9.966979200000024;9.970540000000025;9.974300800000025;9.970540000000025;9.966779200000024;9.974300800000025;9.966908000000025;9.963018400000024;9.974200800000025;9.966779200000024;9.974300800000025;9.966879200000024;9.970640000000024;
1.2000440000000048;9.977206400000027;9.969540000000027;9.962118400000026;9.969540000000027;9.969640000000027;19160.0;9.969440000000027;9.973429600000028;9.958457600000026;9.965979200000026;9.969540000000027;9.973300800000027;9.969540000000027;9.965779200000027;9.973300800000027;9.965908000000027;9.962018400000026;9.973200800000027;9.965779200000027;9.973300800000027;9.965879200000026;9.969640000000027;
1.300044000000005;9.976206400000029;9.96854000000003;9.961118400000029;9.96854000000003;9.968640000000029;19160.0;9.96844000000003;9.97242960000003;9.957457600000028;9.964979200000029;9.96854000000003;9.97230080000003;9.96854000000003;9.964779200000029;9.97230080000003;9.96490800000003;9.961018400000029;9.97220080000003;9.964779200000029;9.97230080000003;9.964879200000029;9.968640000000029;
1.4000440000000052;9.975206400000031;9.967540000000032;9.960118400000031;9.967540000000032;9.967640000000031;19160.0;9.967440000000032;9.971429600000032;9.95645760000003;9.963979200000031;9.967540000000032;9.971300800000032;9.967540000000032;9.963779200000031;9.971300800000032;9.963908000000032;9.960018400000031;9.971200800000032;9.963779200000031;9.971300800000032;9.963879200000031;9.967640000000031;
1.5000440000000053;9.974206400000034;9.966540000000034;9.959118400000033;9.966540000000034;9.966640000000034;19160.0;9.966440000000034;9.970429600000035;9.955457600000033;9.962979200000033;9.966540000000034;9.970300800000034;9.966540000000034;9.962779200000034;9.970300800000034;9.962908000000034;9.959018400000033;9.970200800000034;9.962779200000034;9.970300800000034;9.962879200000033;9.966640000000034;
